timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_command,roll_setpoint,roll_measurement,roll_command,yaw_setpoint,yaw_measurement,yaw_command,throttle
0.101,0.101,0.000,-0.015,0.000,0.000,-0.028,0.000,0.000,-4.546,0.000,0.000
0.114,0.011,0.000,-0.023,0.000,0.000,-0.037,0.000,0.000,-4.541,0.000,0.000
0.127,0.011,0.000,-0.023,0.000,0.000,-0.037,0.000,0.000,-4.541,0.000,0.000
0.140,0.011,0.000,-0.023,0.000,0.000,-0.037,0.000,0.000,-4.540,0.000,0.000
0.153,0.011,0.000,-0.024,0.000,0.000,-0.037,0.000,0.000,-4.540,0.000,0.000
0.166,0.011,0.000,-0.023,0.000,0.000,-0.036,0.000,0.000,-4.540,0.000,0.000
0.190,0.011,0.000,-0.023,0.000,0.000,-0.036,0.000,0.000,-4.539,0.000,0.000
0.203,0.011,0.000,-0.023,0.000,0.000,-0.036,0.000,0.000,-4.539,0.000,0.000
0.216,0.011,0.000,-0.023,0.000,0.000,-0.036,0.000,0.000,-4.539,0.000,0.000
0.229,0.011,0.000,-0.022,0.000,0.000,-0.036,0.000,0.000,-4.538,0.000,0.000
0.242,0.011,0.000,-0.021,0.000,0.000,-0.036,0.000,0.000,-4.538,0.000,0.000
0.255,0.011,0.000,-0.021,0.000,0.000,-0.036,0.000,0.000,-4.539,0.000,0.000
0.279,0.011,0.000,-0.021,0.000,0.000,-0.035,0.000,0.000,-4.539,0.000,0.000
0.292,0.011,0.000,-0.020,0.000,0.000,-0.034,0.000,0.000,-4.539,0.000,0.000
0.305,0.011,0.000,-0.021,0.000,0.000,-0.034,0.000,0.000,-4.539,0.000,0.000
0.318,0.011,0.000,-0.022,0.000,0.000,-0.033,0.000,0.000,-4.540,0.000,0.000
0.331,0.011,0.000,-0.022,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.344,0.011,0.000,-0.022,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.357,0.011,0.000,-0.022,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.383,0.011,0.000,-0.020,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.396,0.011,0.000,-0.020,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.409,0.011,0.000,-0.020,0.000,0.000,-0.032,0.000,0.000,-4.541,0.000,0.000
0.422,0.011,0.000,-0.019,0.000,0.000,-0.032,0.000,0.000,-4.541,0.000,0.000
0.435,0.011,0.000,-0.019,0.000,0.000,-0.032,0.000,0.000,-4.541,0.000,0.000
0.448,0.011,0.000,-0.018,0.000,0.000,-0.033,0.000,0.000,-4.541,0.000,0.000
0.461,0.011,0.000,-0.017,0.000,0.000,-0.033,0.000,0.000,-4.542,0.000,0.000
0.485,0.012,0.000,-0.015,0.000,0.000,-0.033,0.000,0.000,-4.542,0.000,0.000
0.498,0.011,0.000,-0.014,0.000,0.000,-0.032,0.000,0.000,-4.542,0.000,0.000
0.511,0.011,0.000,-0.014,0.000,0.000,-0.032,0.000,0.000,-4.542,0.000,0.000
0.524,0.011,0.000,-0.013,0.000,0.000,-0.032,0.000,0.000,-4.541,0.000,0.000
0.537,0.011,0.000,-0.013,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.550,0.011,0.000,-0.013,0.000,0.000,-0.032,0.000,0.000,-4.540,0.000,0.000
0.574,0.012,0.000,-0.014,0.000,0.000,-0.032,0.000,0.000,-4.538,0.000,0.000
0.587,0.011,0.000,-0.013,0.000,0.000,-0.032,0.000,0.000,-4.538,0.000,0.000
