timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_command,roll_setpoint,roll_measurement,roll_command,yaw_setpoint,yaw_measurement,yaw_command,throttle
0.361,0.011,-0.010,-0.027,3.136,0.430,-0.002,11.325,-0.338,-4.161,-66.800,66.800
0.385,0.011,-0.425,-0.027,2.332,0.272,-0.001,33.823,-0.074,-4.165,-48.240,66.800
0.398,0.011,0.211,-0.023,6.534,-0.016,-0.004,9.763,-0.211,-4.166,-10.786,66.800
0.411,0.011,0.012,-0.023,-1.417,-0.489,-0.003,-66.800,0.404,-4.163,-32.438,66.800
0.425,0.012,-0.516,-0.025,8.051,0.854,-0.001,66.800,-0.466,-4.161,66.800,66.800
0.438,0.011,0.438,-0.024,-1.852,-0.758,-0.007,-31.090,1.014,-4.165,-66.800,66.800
0.451,0.011,0.025,-0.023,-2.639,-0.022,-0.005,66.800,0.120,-4.167,6.167,66.800
0.475,0.011,-0.387,-0.029,-0.731,-0.004,-0.007,24.641,0.028,-4.164,13.269,66.800
0.488,0.011,0.018,-0.024,2.968,0.185,-0.010,-21.277,-0.534,-4.165,37.278,66.800
0.502,0.012,0.112,-0.020,5.914,-0.219,-0.008,66.800,0.426,-4.163,20.757,66.800
0.515,0.011,0.081,-0.024,0.463,-0.272,-0.006,34.186,0.416,-4.163,-5.112,66.800
0.528,0.011,0.056,-0.023,-3.523,-0.230,-0.005,38.149,-0.414,-4.165,39.069,66.800
0.542,0.012,-0.471,-0.020,4.968,0.052,-0.004,23.022,-0.219,-4.168,2.993,66.800
0.566,0.011,0.146,-0.023,-2.171,0.543,-0.002,66.800,-0.371,-4.171,50.211,66.800
0.579,0.011,0.303,-0.022,-7.982,-0.806,-0.001,-66.800,0.381,-4.165,66.800,66.800
0.593,0.012,-0.145,-0.017,4.387,-0.042,0.002,-20.467,0.944,-4.164,-66.800,66.800
0.606,0.011,0.507,-0.015,-2.852,0.475,0.003,66.800,-0.493,-4.168,-2.618,66.800
0.619,0.011,0.244,-0.021,-1.696,-0.859,0.003,46.624,-0.167,-4.172,66.800,66.800
0.632,0.011,-0.469,-0.023,-1.906,-0.310,0.006,-66.800,-0.032,-4.167,66.800,66.800
0.645,0.011,-0.297,-0.017,13.125,0.474,0.006,4.934,0.505,-4.168,-61.905,66.800
0.669,0.011,-0.675,-0.020,5.817,0.536,0.010,58.421,-0.380,-4.169,66.800,66.800
0.682,0.011,-0.356,-0.020,6.591,-0.500,0.010,-66.800,0.470,-4.166,21.265,66.800
0.695,0.011,0.280,-0.020,-1.390,-0.184,0.010,-66.800,0.110,-4.172,-66.800,66.800
0.708,0.011,-0.032,-0.023,-2.048,0.646,0.011,66.800,-0.057,-4.169,66.800,66.800
0.721,0.011,-0.396,-0.024,2.433,0.145,0.016,-0.462,-0.028,-4.176,11.732,66.800
0.734,0.011,0.021,-0.021,7.310,-0.237,0.015,31.012,0.060,-4.167,59.657,66.800
0.758,0.011,0.110,-0.028,2.651,0.011,0.014,-0.853,-0.588,-4.170,-20.931,66.800
0.771,0.011,0.400,-0.026,-0.962,-0.227,0.013,56.662,-0.466,-4.171,62.185,66.800
0.784,0.011,0.055,-0.024,1.283,-0.105,0.012,9.781,0.752,-4.172,-66.800,66.800
0.797,0.011,0.022,-0.023,0.261,-0.104,0.011,-31.018,-0.028,-4.173,-65.134,66.800
0.810,0.011,-0.045,-0.024,2.346,-0.128,0.012,-31.771,-0.747,-4.171,66.800,66.800
0.824,0.012,-0.090,-0.025,-0.537,0.387,0.013,-11.224,0.090,-4.171,25.640,66.800
0.848,0.011,-0.137,-0.025,-1.275,-0.044,0.012,7.547,-0.852,-4.177,64.285,66.800
0.861,0.011,0.083,-0.025,-0.553,-0.329,0.010,-60.820,0.074,-4.171,66.800,66.800
0.875,0.012,0.375,-0.023,-3.769,-0.148,0.008,36.482,0.529,-4.174,21.277,66.800
0.888,0.011,0.131,-0.022,-0.099,-0.116,0.006,39.802,0.770,-4.176,-27.513,66.800
0.901,0.011,-0.099,-0.023,2.028,-0.561,0.005,-40.301,-0.137,-4.173,44.456,66.800
0.914,0.011,-0.252,-0.023,4.379,-0.030,0.006,-44.158,-0.412,-4.178,-56.050,66.800
0.927,0.011,-0.476,-0.019,13.363,0.775,0.007,56.204,-1.096,-4.177,66.800,66.800
0.951,0.011,0.355,-0.022,-9.204,-0.242,0.011,39.381,0.498,-4.179,-58.246,66.800
0.964,0.011,-0.227,-0.023,0.775,-0.440,0.012,-64.841,-0.021,-4.180,-66.800,66.800
0.977,0.011,-0.152,-0.023,0.282,0.174,0.013,-59.256,-0.145,-4.173,66.800,66.800
0.990,0.011,0.515,-0.023,-1.446,0.151,0.011,66.800,0.662,-4.166,66.800,66.800
1.003,0.011,-0.583,-0.021,12.616,-0.115,0.010,66.800,0.260,-4.172,-66.800,66.800
1.016,0.011,-0.070,-0.019,7.090,-0.595,0.010,57.424,-0.894,-4.177,66.800,66.800
1.040,0.011,0.379,-0.020,-5.602,0.102,0.014,-66.800,-0.452,-4.184,-66.800,66.800
1.053,0.011,-0.339,-0.020,-0.024,-0.024,0.016,-66.800,-0.451,-4.188,15.285,66.800
1.066,0.011,-0.009,-0.019,3.085,0.418,0.019,65.275,0.015,-4.184,64.695,66.800
1.079,0.011,-0.092,-0.018,-0.821,-0.350,0.022,60.343,0.706,-4.184,-66.800,66.800
1.092,0.011,-0.113,-0.019,5.853,-0.395,0.024,-66.800,-0.408,-4.192,-66.800,66.800
1.106,0.012,-0.048,-0.017,3.944,0.450,0.024,45.061,-1.453,-4.195,66.800,66.800
1.130,0.011,0.086,-0.019,0.760,0.050,0.024,53.597,0.112,-4.187,54.784,66.800
1.143,0.011,0.040,-0.016,-1.623,-0.610,0.021,-66.800,0.253,-4.183,-41.657,66.800
1.157,0.012,-0.223,-0.015,0.318,0.107,0.022,5.382,-0.721,-4.184,43.527,66.800
1.170,0.011,-0.012,-0.014,0.810,0.233,0.021,13.578,-0.251,-4.186,50.240,66.800
1.183,0.011,0.356,-0.015,-2.588,-0.223,0.018,-11.256,0.853,-4.189,-66.800,66.800
1.197,0.012,0.331,-0.013,-0.800,0.080,0.016,20.382,0.289,-4.191,-66.800,66.800
1.210,0.011,0.148,-0.009,-0.396,-0.153,0.013,46.341,-0.889,-4.192,66.800,66.800
1.234,0.011,0.076,-0.011,-8.198,0.554,0.013,-23.864,0.034,-4.190,-66.800,66.800
1.247,0.011,0.052,-0.010,0.910,-0.106,0.013,41.085,-1.151,-4.189,65.217,66.800
1.260,0.011,-0.139,-0.009,-0.016,-0.217,0.013,15.682,0.572,-4.187,-5.481,66.800
1.273,0.011,-0.017,-0.009,5.872,0.268,0.014,-33.786,0.202,-4.188,-66.800,66.800
1.286,0.011,0.326,-0.009,-6.043,0.096,0.014,-69.600,-0.685,-4.192,35.901,69.600
1.299,0.011,0.240,-0.008,-5.796,0.742,0.014,74.800,-0.366,-4.189,74.800,74.800
1.323,0.011,0.945,-0.002,0.434,0.162,0.015,-22.984,-0.751,-4.194,-84.400,84.400
1.336,0.011,0.330,-0.006,-23.630,-0.554,0.013,-89.600,-0.721,-4.185,89.600,89.600
1.350,0.012,-0.478,-0.006,-0.222,0.308,0.011,-91.200,1.554,-4.176,-56.795,91.200
1.364,0.012,-0.367,-0.006,32.188,-0.105,0.010,68.791,0.740,-4.174,-91.200,91.200
1.377,0.011,0.015,-0.007,11.019,-0.875,0.010,-91.200,0.056,-4.180,-91.200,91.200
1.390,0.011,-0.184,-0.013,6.073,0.674,0.011,91.200,-2.791,-4.189,91.200,91.200
1.414,0.011,-0.553,-0.019,-5.823,-0.492,0.020,-91.200,-0.483,-4.191,-91.200,91.200
1.427,0.011,-0.055,-0.014,2.178,-0.204,0.015,2.991,-1.018,-4.188,91.200,91.200
1.440,0.011,0.220,-0.012,-0.628,-0.482,0.019,-91.200,1.660,-4.196,-91.200,91.200
1.453,0.011,-0.386,-0.011,1.542,0.341,0.020,-55.118,-0.381,-4.196,-91.200,91.200
1.466,0.011,-0.807,-0.010,14.841,-0.147,0.016,77.487,-0.663,-4.189,91.200,91.200
1.479,0.011,-0.094,-0.008,-2.534,-0.361,0.016,-69.950,-0.595,-4.185,84.223,91.200
1.503,0.011,-0.451,-0.006,1.399,-0.213,0.018,-91.200,-1.162,-4.210,91.200,91.200
1.516,0.011,0.334,-0.006,0.712,-0.251,0.019,-91.200,-0.404,-4.202,91.200,91.200
1.530,0.012,-0.168,-0.007,-1.867,0.100,0.020,20.304,1.298,-4.206,-91.200,91.200
1.543,0.011,0.018,-0.007,-6.663,-0.072,0.022,-78.081,-1.373,-4.221,-91.200,91.200
1.557,0.012,-0.741,-0.009,11.833,0.004,0.021,-67.414,-1.321,-4.223,91.200,91.200
1.570,0.011,0.316,-0.018,-4.057,-0.277,0.023,84.491,0.666,-4.223,33.113,91.200
1.583,0.011,-0.633,-0.017,7.814,0.218,0.018,8.200,0.419,-4.228,-91.200,91.200
1.610,0.011,0.098,-0.012,9.038,-0.157,0.017,91.200,-1.481,-4.234,91.200,91.200
1.623,0.011,-0.117,-0.012,5.297,-1.073,0.014,-28.002,1.551,-4.240,-91.200,91.200
1.636,0.011,0.066,-0.012,0.310,0.734,0.012,91.200,-0.916,-4.241,-75.177,91.200
1.649,0.011,0.748,-0.014,-10.164,-0.123,0.013,16.238,-0.134,-4.233,91.200,91.200
1.662,0.011,-0.454,-0.012,-6.122,0.355,0.015,42.877,1.462,-4.224,91.200,91.200
1.675,0.011,-0.606,-0.012,23.449,-0.397,0.017,-91.200,1.290,-4.224,-91.200,91.200
1.699,0.011,0.320,-0.014,-6.409,0.129,0.012,91.200,0.706,-4.228,-47.411,91.200
1.712,0.011,-0.643,-0.010,9.849,0.827,0.014,91.200,-0.994,-4.238,63.487,91.200
1.725,0.011,0.557,-0.003,-15.608,-0.580,0.004,-41.042,1.063,-4.236,-91.200,91.200
1.738,0.011,0.505,-0.000,-11.766,0.174,0.003,-74.649,-0.927,-4.244,-91.200,91.200
1.751,0.011,-0.447,0.005,4.128,0.175,0.001,38.691,-1.654,-4.248,91.200,91.200
1.764,0.011,0.274,0.003,0.492,-0.230,0.003,45.962,1.316,-4.248,8.327,91.200
1.788,0.011,0.056,0.003,-0.386,-0.875,0.003,34.860,0.502,-4.233,91.200,91.200
1.801,0.011,-0.802,-0.001,5.564,0.024,0.006,63.067,0.648,-4.236,74.965,91.200
1.814,0.011,0.519,0.001,-8.386,0.025,0.003,35.797,1.659,-4.231,-91.200,91.200
1.827,0.011,-0.382,-0.000,6.292,-0.653,0.006,2.283,0.652,-4.236,-91.200,91.200
1.840,0.011,-0.075,-0.003,0.378,-0.195,0.005,-36.637,-0.700,-4.226,33.347,91.200
1.854,0.012,-0.084,-0.005,3.434,0.167,0.005,-91.200,0.118,-4.233,-91.200,91.200
1.867,0.011,0.248,-0.000,-18.567,0.281,0.006,37.566,0.898,-4.239,-91.200,91.200
1.891,0.011,-0.547,0.005,18.029,-0.650,0.013,-66.370,0.170,-4.228,91.200,91.200
1.904,0.011,0.509,0.003,1.251,0.035,0.014,-20.074,0.895,-4.237,-91.200,91.200
1.917,0.011,0.738,-0.000,-23.856,0.001,0.013,6.818,-0.571,-4.245,-91.200,91.200
1.931,0.012,-0.397,-0.001,-5.530,0.300,0.013,-13.713,-0.862,-4.244,91.200,91.200
1.944,0.011,0.015,0.002,11.978,-1.028,0.007,-91.200,-0.218,-4.239,73.319,91.200
1.957,0.011,0.230,0.000,-4.910,0.555,0.011,-3.328,0.255,-4.240,91.200,91.200
1.981,0.011,0.251,0.005,2.171,-0.608,0.008,-91.200,-1.679,-4.237,19.736,91.200
1.994,0.011,0.184,0.004,-3.512,0.487,0.007,91.200,-0.089,-4.236,91.200,91.200
2.007,0.011,-0.143,0.006,1.590,0.416,0.007,65.216,0.819,-4.239,-89.912,91.200
2.020,0.011,-0.014,0.004,4.697,-0.491,0.009,-83.414,-0.029,-4.246,-91.200,91.200
2.033,0.011,-0.023,0.001,6.035,0.297,0.009,39.244,-0.284,-4.236,83.294,91.200
2.046,0.011,-0.215,-0.004,0.271,-0.116,0.012,-91.200,0.869,-4.233,-91.200,91.200
2.059,0.011,0.498,-0.002,9.569,0.130,0.007,18.804,0.568,-4.237,-91.200,91.200
2.083,0.011,-0.470,-0.000,14.781,-0.139,0.011,-91.200,0.114,-4.231,91.200,91.200
2.096,0.011,0.969,-0.002,-12.677,-0.103,0.011,-91.200,1.274,-4.237,-91.200,91.200
2.109,0.011,0.204,-0.004,-5.957,0.198,0.011,91.200,0.580,-4.241,-91.200,91.200
2.122,0.011,-0.667,-0.003,16.674,-0.420,0.008,-45.259,0.297,-4.228,91.200,91.200
2.135,0.011,0.043,-0.002,-5.669,-0.423,0.009,-88.751,1.305,-4.224,-91.200,91.200
2.148,0.011,0.384,0.006,5.068,0.973,0.009,22.146,-2.020,-4.214,91.200,91.200
2.170,0.011,-0.222,0.002,9.111,0.172,0.004,-84.616,-0.807,-4.218,68.339,91.200
2.183,0.011,0.255,-0.002,-11.815,-0.159,0.006,46.473,0.704,-4.211,91.200,91.200
2.196,0.011,-0.087,0.007,20.386,0.158,0.006,-27.670,-0.244,-4.219,-91.200,91.200
2.209,0.011,0.610,0.005,-20.340,-0.868,0.002,-91.200,-0.748,-4.219,60.147,91.200
2.222,0.011,0.017,0.004,-4.807,0.341,0.005,61.208,-0.195,-4.222,91.200,91.200
2.235,0.011,-0.121,0.003,-3.234,-0.352,0.003,11.772,1.585,-4.225,-91.200,91.200
2.259,0.011,1.003,0.004,-19.979,-0.021,-0.002,64.709,-0.549,-4.227,91.200,91.200
2.272,0.011,0.205,0.003,-5.995,-1.014,-0.001,-91.200,1.622,-4.228,-39.972,91.200
2.286,0.012,-0.985,-0.000,6.319,0.973,-0.002,91.200,-0.282,-4.230,-91.200,91.200
2.299,0.011,-0.649,-0.005,9.531,-0.140,-0.006,60.919,-1.138,-4.223,91.200,91.200
2.312,0.011,-0.070,-0.001,9.209,0.334,-0.002,11.097,0.282,-4.225,91.200,91.200
2.325,0.011,-0.198,-0.001,10.117,0.271,-0.002,-37.958,1.675,-4.226,-91.200,91.200
2.349,0.011,-1.170,-0.003,17.616,0.012,-0.005,68.153,0.410,-4.216,91.200,91.200
2.362,0.011,-1.073,-0.006,25.213,0.504,-0.001,45.062,0.715,-4.227,-91.200,91.200
2.375,0.011,1.377,0.002,-1.135,-0.484,-0.000,50.672,0.102,-4.233,-91.200,91.200
2.388,0.011,0.103,0.003,-0.268,0.174,0.001,-14.993,-1.173,-4.231,81.286,91.200
2.401,0.011,-0.183,0.010,15.475,0.100,-0.002,47.259,2.113,-4.213,-91.200,91.200
2.414,0.011,-0.671,0.011,19.801,0.041,-0.002,61.933,-0.938,-4.223,-91.200,91.200
2.427,0.011,0.284,0.009,-2.472,-0.311,-0.008,-38.751,-1.008,-4.224,50.249,91.200
2.451,0.011,0.361,0.015,-0.017,-0.659,-0.008,91.200,-1.152,-4.234,91.200,91.200
2.464,0.011,-0.095,0.009,-12.553,-0.413,-0.006,-91.200,0.646,-4.222,91.200,91.200
2.477,0.011,0.329,0.011,0.890,0.316,-0.006,91.200,1.377,-4.220,-91.200,91.200
2.490,0.011,0.684,0.012,-1.718,-0.391,-0.004,-82.241,-0.602,-4.228,-91.200,91.200
2.503,0.011,-0.056,0.009,-9.144,-0.290,-0.002,-91.200,-0.668,-4.227,-51.490,91.200
2.517,0.012,-0.403,0.008,4.058,0.592,-0.001,91.200,-1.210,-4.230,91.200,91.200
2.541,0.011,-0.265,0.009,-6.846,0.666,0.001,91.200,0.592,-4.219,-24.032,91.200
2.554,0.011,-0.709,0.011,15.774,-1.171,-0.004,-91.200,-0.116,-4.215,-69.413,91.200
2.568,0.012,-1.022,0.012,28.387,0.110,-0.005,-30.949,-1.307,-4.219,91.200,91.200
2.581,0.011,1.284,0.015,3.532,-0.045,-0.012,91.200,-0.009,-4.213,91.200,91.200
2.594,0.011,-0.406,0.009,-8.209,-0.541,-0.008,-62.168,0.775,-4.224,-91.200,91.200
2.608,0.012,0.166,0.004,-13.302,0.740,-0.013,-14.697,-1.017,-4.223,91.200,91.200
2.632,0.011,-0.262,0.006,12.506,0.327,-0.008,65.445,-0.082,-4.219,-91.200,91.200
2.645,0.011,-0.114,0.004,-7.837,0.227,-0.013,91.200,-1.821,-4.217,91.200,91.200
2.659,0.012,0.161,0.005,-0.347,-0.011,-0.013,-9.597,0.103,-4.222,91.200,91.200
2.672,0.011,-0.212,0.005,16.309,0.464,-0.012,89.239,0.802,-4.226,-26.299,91.200
2.685,0.011,-0.213,0.001,1.506,-0.008,-0.013,-56.795,-1.023,-4.215,91.200,91.200
2.699,0.012,0.370,0.003,-25.375,0.116,-0.011,-45.705,-0.370,-4.221,53.071,91.200
2.712,0.011,-1.100,0.004,11.840,0.200,-0.009,72.495,0.709,-4.224,11.478,91.200
2.736,0.011,0.735,0.011,-18.661,0.051,-0.014,90.847,-1.022,-4.221,91.200,91.200
2.749,0.011,-0.153,0.009,-10.223,-0.742,-0.011,-68.185,-0.062,-4.217,91.200,91.200
2.762,0.011,-0.511,0.009,11.776,0.651,-0.012,-36.430,0.563,-4.225,-91.200,91.200
2.775,0.011,0.079,0.010,6.739,0.099,-0.015,90.302,-0.696,-4.231,-61.822,91.200
2.788,0.011,0.100,0.010,-4.300,-0.055,-0.015,8.565,-0.005,-4.220,91.200,91.200
2.801,0.011,-0.122,0.006,-2.148,-0.205,-0.011,-91.200,0.984,-4.212,-30.770,91.200
2.829,0.012,-0.069,0.001,6.435,-0.517,-0.022,-48.251,-0.335,-4.209,-91.200,91.200
2.842,0.011,0.281,0.003,1.000,0.265,-0.019,77.261,-1.418,-4.206,91.200,91.200
2.855,0.011,0.528,0.001,-15.809,0.332,-0.015,31.313,-0.168,-4.203,91.200,91.200
2.868,0.011,-0.349,-0.001,-2.797,-0.364,-0.017,24.810,0.590,-4.215,-91.200,91.200
2.881,0.011,-0.233,0.000,11.315,-0.162,-0.018,-48.967,-1.035,-4.229,-91.200,91.200
2.895,0.012,0.121,-0.003,2.896,-0.100,-0.023,-7.146,-1.319,-4.228,91.200,91.200
2.919,0.011,-0.296,-0.004,10.621,0.155,-0.019,13.522,0.442,-4.227,-91.200,91.200
2.932,0.011,0.194,-0.008,-4.565,-0.264,-0.019,-7.298,-1.242,-4.228,-43.460,87.600
2.946,0.012,0.204,-0.006,-3.083,0.098,-0.020,73.530,-1.657,-4.229,82.000,82.000
2.960,0.012,0.061,-0.001,2.911,-0.232,-0.027,23.342,0.037,-4.226,76.400,76.400
2.973,0.011,-0.039,-0.001,8.114,0.179,-0.026,31.898,0.357,-4.235,-71.200,71.200
2.986,0.011,0.099,-0.004,0.468,0.248,-0.029,66.800,-0.780,-4.227,66.800,66.800
3.010,0.011,0.420,0.004,1.589,0.110,-0.032,-49.938,-0.231,-4.231,-57.200,57.200
3.023,0.011,0.120,0.004,-1.038,-0.198,-0.034,20.720,0.032,-4.229,1.560,52.000
3.037,0.012,-0.194,-0.003,-0.661,0.009,-0.029,-32.455,0.007,-4.231,-5.492,46.400
3.050,0.011,0.012,0.001,1.279,0.343,-0.031,3.987,-0.175,-4.230,0.312,41.200
3.063,0.011,0.206,0.003,-0.213,-0.254,-0.032,5.742,0.195,-4.232,-11.954,41.200
3.077,0.012,-0.009,-0.001,-1.817,-0.042,-0.029,-18.672,-0.050,-4.231,1.546,39.600
3.090,0.011,-0.047,-0.001,-0.067,0.276,-0.029,6.000,-0.086,-4.231,2.989,39.600
3.114,0.011,0.094,0.002,-0.717,0.114,-0.026,-10.826,0.105,-4.230,-3.101,39.600
3.127,0.011,-0.180,0.000,-0.175,0.244,-0.026,6.958,-0.028,-4.229,6.643,39.600
3.140,0.011,0.133,-0.000,-0.512,-0.093,-0.026,1.239,-0.077,-4.230,-0.502,39.600
3.154,0.012,0.202,0.002,-0.785,0.058,-0.023,-3.929,0.234,-4.229,-7.539,39.600
3.167,0.011,-0.067,0.002,0.212,0.128,-0.021,-1.519,0.063,-4.227,2.113,39.600
3.180,0.011,-0.032,0.001,-0.104,0.032,-0.021,2.146,-0.192,-4.228,2.260,39.600
3.204,0.011,0.132,0.005,0.341,0.147,-0.020,-2.895,0.187,-4.229,-13.598,39.600
3.217,0.011,-0.154,0.003,0.904,0.128,-0.019,-2.029,-0.128,-4.228,9.126,39.600
3.231,0.012,0.061,0.002,-0.238,-0.135,-0.020,1.401,-0.130,-4.230,-11.604,39.600
3.244,0.011,0.240,0.005,-0.429,-0.199,-0.018,-11.900,0.254,-4.230,-28.542,39.600
3.258,0.012,0.004,0.007,1.601,0.087,-0.019,-2.869,-0.079,-4.230,-2.100,39.600
3.271,0.011,0.007,0.007,0.023,0.161,-0.021,19.530,0.031,-4.229,6.591,39.600
3.284,0.011,0.050,0.006,0.174,-0.264,-0.018,-10.618,-0.061,-4.230,8.103,39.600
3.308,0.011,0.037,0.010,0.875,0.047,-0.021,12.929,-0.055,-4.229,7.416,39.600
3.321,0.011,-0.006,0.008,-0.098,-0.194,-0.020,-1.103,0.118,-4.229,7.575,39.600
3.334,0.011,0.046,0.008,0.336,0.201,-0.021,3.788,-0.276,-4.230,4.242,39.600
3.347,0.011,0.096,0.011,0.963,0.070,-0.020,1.480,0.110,-4.230,-8.196,39.600
3.360,0.011,0.083,0.010,-1.526,-0.210,-0.020,-11.798,0.058,-4.228,16.011,39.600
3.373,0.011,0.001,0.010,0.220,-0.034,-0.019,13.670,-0.197,-4.229,8.620,39.600
3.395,0.011,0.104,0.013,-0.131,-0.029,-0.018,-13.264,0.141,-4.230,-1.659,39.600
3.408,0.011,-0.068,0.013,0.617,0.100,-0.017,-0.440,-0.032,-4.229,2.115,39.600
3.421,0.011,0.030,0.013,-0.231,-0.011,-0.018,-0.734,-0.121,-4.230,-10.002,39.600
3.434,0.011,0.211,0.014,-0.989,-0.025,-0.016,-3.721,0.303,-4.230,-13.509,39.600
3.447,0.011,0.097,0.015,-1.236,0.115,-0.015,0.921,-0.115,-4.227,14.364,39.600
3.460,0.011,-0.212,0.015,1.120,-0.082,-0.016,-0.263,-0.335,-4.230,11.945,39.600
3.473,0.011,-0.021,0.014,1.085,-0.198,-0.017,-1.684,0.191,-4.231,10.525,39.600
3.497,0.011,0.013,0.015,0.126,-0.103,-0.016,5.552,-0.054,-4.228,10.976,39.600
3.510,0.011,-0.110,0.014,0.328,-0.206,-0.017,-8.205,-0.183,-4.230,3.507,39.600
3.523,0.011,-0.059,0.013,0.172,0.224,-0.014,-4.630,0.152,-4.230,-6.375,39.600
3.536,0.011,0.164,0.014,-0.871,-0.028,-0.016,8.398,0.069,-4.227,16.079,39.600
3.549,0.011,-0.068,0.014,-0.265,0.027,-0.015,2.180,-0.243,-4.228,-2.393,39.600
3.562,0.011,0.024,0.014,0.363,-0.015,-0.014,-4.709,-0.024,-4.230,-3.492,39.600
3.586,0.011,-0.009,0.015,0.004,0.038,-0.013,-3.439,-0.155,-4.225,7.777,39.600
3.599,0.011,-0.149,0.015,1.590,-0.187,-0.014,1.002,-0.146,-4.227,1.581,38.800
3.613,0.012,-0.050,0.013,0.975,0.202,-0.014,1.310,0.072,-4.227,4.583,33.200
3.626,0.011,0.288,0.013,-0.822,0.010,-0.012,-0.942,0.122,-4.225,3.516,28.000
3.639,0.011,0.062,0.014,-0.341,0.083,-0.013,2.536,-0.123,-4.225,6.135,22.800
3.653,0.012,-0.215,0.013,0.283,0.064,-0.010,-0.924,-0.000,-4.227,-2.301,17.200
3.666,0.011,-0.006,0.014,0.277,-0.160,-0.011,-0.333,0.231,-4.224,0.342,12.000
3.690,0.011,0.080,0.018,-0.028,-0.133,-0.009,-0.056,-0.196,-4.226,-0.826,5.600
3.704,0.012,-0.134,0.017,0.000,0.007,-0.011,0.000,0.065,-4.227,-0.000,0.000
3.717,0.011,0.053,0.018,0.000,0.072,-0.008,0.000,-0.120,-4.227,0.000,0.000
3.731,0.012,0.209,0.021,0.000,-0.129,-0.010,0.000,0.018,-4.228,0.000,0.000
3.744,0.011,0.072,0.020,0.000,0.259,-0.009,0.000,0.049,-4.229,0.000,0.000
3.757,0.011,-0.045,0.018,0.000,-0.052,-0.008,0.000,0.054,-4.228,0.000,0.000
3.781,0.011,0.281,0.023,0.000,0.149,-0.008,0.000,-0.106,-4.231,0.000,0.000
3.794,0.011,0.095,0.020,0.000,-0.111,-0.009,0.000,0.146,-4.230,0.000,0.000
3.807,0.011,-0.000,0.020,0.000,-0.078,-0.009,0.000,-0.253,-4.231,0.000,0.000
3.820,0.011,-0.015,0.025,0.000,0.033,-0.009,0.000,-0.101,-4.233,0.000,0.000
3.834,0.012,0.161,0.026,0.000,0.050,-0.010,0.000,0.140,-4.232,0.000,0.000
3.848,0.012,0.299,0.025,0.000,0.026,-0.008,0.000,-0.046,-4.232,0.000,0.000
3.861,0.011,0.058,0.025,0.000,-0.048,-0.008,0.000,-0.100,-4.233,0.000,0.000
3.885,0.011,0.291,0.031,0.000,-0.068,-0.007,0.000,0.107,-4.232,0.000,0.000
3.898,0.011,0.143,0.030,0.000,0.125,-0.008,0.000,-0.169,-4.233,0.000,0.000
3.912,0.012,-0.084,0.031,0.000,0.087,-0.007,0.000,0.077,-4.233,0.000,0.000
3.925,0.011,-0.224,0.032,0.000,-0.024,-0.007,0.000,0.180,-4.231,0.000,0.000
3.938,0.011,0.133,0.033,0.000,-0.056,-0.007,0.000,-0.088,-4.230,0.000,0.000
3.951,0.011,0.168,0.032,0.000,0.097,-0.007,0.000,-0.080,-4.232,0.000,0.000
3.964,0.011,-0.056,0.032,0.000,0.098,-0.007,0.000,0.074,-4.232,0.000,0.000
3.988,0.011,0.164,0.033,0.000,0.039,-0.005,0.000,-0.063,-4.232,0.000,0.000
