timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_control,roll_setpoint,roll_measurement,roll_control,yaw_setpoint,yaw_measurement,yaw_control
0.334,0.001,0.000,0.023,0.000,0.000,-0.039,0.000,0.000,-4.435,0.000
0.335,0.001,0.000,0.023,0.000,0.000,-0.039,0.000,0.000,-4.435,0.000
0.337,0.001,0.000,0.023,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.338,0.000,0.000,0.023,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.340,0.000,0.000,0.022,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.342,0.001,0.000,0.022,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.356,0.001,0.000,0.021,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.357,0.000,0.000,0.021,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.359,0.001,0.000,0.020,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.361,0.001,0.000,0.020,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.362,0.000,0.000,0.020,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.364,0.000,0.000,0.020,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.366,0.001,0.000,0.020,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.380,0.001,0.000,0.019,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.381,0.000,0.000,0.019,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.383,0.000,0.000,0.019,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.385,0.001,0.000,0.019,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.387,0.001,0.000,0.019,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.388,0.000,0.000,0.018,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.390,0.001,0.000,0.018,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.391,0.000,0.000,0.018,0.000,0.000,-0.038,0.000,0.000,-4.435,0.000
0.406,0.001,0.000,0.017,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
0.407,0.000,0.000,0.017,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
0.409,0.001,0.000,0.017,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
